dtime,total_e,v1,v2,v3,a1,a2,a3
2023-04-23 00:09:00,5828.963,234.121,225.156,235.490,0.395,0.385,0.037
2023-04-23 00:19:00,5828.970,233.851,225.148,235.132,0.396,0.386,0.037
2023-04-23 00:29:00,5828.977,233.691,223.976,234.581,0.398,0.388,0.037
2023-04-23 00:39:00,5828.983,234.273,225.625,235.410,0.394,0.385,0.037
2023-04-23 00:50:00,5828.990,234.315,225.654,235.371,0.394,0.385,0.036
2023-04-23 01:00:00,5828.997,234.932,225.716,235.415,0.395,0.386,0.037
2023-04-23 01:10:00,5829.004,234.241,225.627,235.349,0.394,0.384,0.037
2023-04-23 01:20:00,5829.011,234.808,226.082,236.252,0.396,0.387,0.036
2023-04-23 01:30:00,5829.018,232.820,224.139,234.467,0.396,0.386,0.036
2023-04-23 01:40:00,5829.024,232.573,224.343,234.719,0.395,0.386,0.036
2023-04-23 01:50:00,5829.031,233.752,224.930,235.201,0.397,0.387,0.038
2023-04-23 02:00:00,5829.038,233.524,224.707,235.530,0.396,0.387,0.037
2023-04-23 02:09:00,5829.045,235.789,227.227,237.419,0.398,0.389,0.037
2023-04-23 02:19:00,5829.052,235.729,226.625,237.184,0.396,0.386,0.036
2023-04-23 02:30:00,5829.059,236.060,226.796,237.618,0.396,0.386,0.036
2023-04-23 02:40:00,5829.066,235.296,225.254,236.103,0.394,0.383,0.036
2023-04-23 02:50:00,5829.073,234.112,224.265,235.085,0.396,0.386,0.036
2023-04-23 03:00:00,5829.080,235.286,225.341,236.365,0.394,0.384,0.036
2023-04-23 03:10:00,5829.086,233.714,223.107,234.938,0.396,0.385,0.037
2023-04-23 03:20:00,5829.093,234.318,223.929,235.306,0.395,0.385,0.036
2023-04-23 03:30:00,5829.100,234.625,223.955,235.934,0.397,0.387,0.037
2023-04-23 03:40:00,5829.106,235.908,225.938,236.972,0.400,0.389,0.037
2023-04-23 03:50:00,5829.114,234.822,225.058,236.541,0.395,0.385,0.036
2023-04-23 04:00:00,5829.121,236.315,225.591,236.843,0.399,0.388,0.037
2023-04-23 04:10:00,5829.127,235.471,224.841,236.517,0.399,0.389,0.036
2023-04-23 04:20:00,5829.134,235.833,225.307,236.500,0.396,0.385,0.038
2023-04-23 04:30:00,5829.141,235.640,225.558,236.998,0.399,0.389,0.037
2023-04-23 04:40:00,5829.148,235.403,225.772,236.906,0.395,0.385,0.037
2023-04-23 04:50:00,5829.155,234.771,224.152,235.866,0.395,0.384,0.039
2023-04-23 05:00:00,5829.162,234.611,224.444,235.978,0.398,0.388,0.039
2023-04-23 05:09:00,5829.168,233.898,222.834,234.795,0.397,0.386,0.038
2023-04-23 05:19:00,5829.175,235.818,225.111,236.369,0.398,0.387,0.040
2023-04-23 05:29:00,5829.215,234.576,225.081,233.573,10.050,9.701,9.472
2023-04-23 05:40:00,5829.432,233.931,225.327,233.150,9.875,9.544,9.320
2023-04-23 05:50:00,5829.646,234.585,226.059,234.094,9.830,9.486,9.265
2023-04-23 06:00:00,5829.870,237.220,228.543,235.419,9.739,9.395,9.178
2023-04-23 06:09:00,5830.088,237.255,229.109,236.077,9.718,9.373,9.154
2023-04-23 06:19:00,5830.302,241.019,233.258,238.554,9.595,9.250,9.021
2023-04-23 06:30:00,5830.418,237.839,230.794,238.801,0.425,0.414,0.041
2023-04-23 06:40:00,5830.426,237.938,229.599,238.416,0.421,0.411,0.041
2023-04-23 06:50:00,5830.433,236.299,229.792,238.094,0.422,0.412,0.040
2023-04-23 07:00:00,5830.440,236.163,230.401,238.208,0.422,0.411,0.039
2023-04-23 07:09:00,5830.448,235.670,228.999,238.218,0.422,0.412,0.039
2023-04-23 07:20:00,5830.455,235.719,229.785,238.268,0.420,0.409,0.039
2023-04-23 07:30:00,5830.462,234.740,228.641,237.734,0.419,0.409,0.038
2023-04-23 07:40:00,5830.469,234.931,230.623,238.263,0.424,0.414,0.038
2023-04-23 07:50:00,5830.477,234.185,229.267,238.300,0.419,0.409,0.038
2023-04-23 08:00:00,5830.483,234.799,230.391,238.779,0.423,0.414,0.038
2023-04-23 08:09:00,5830.491,234.545,230.384,238.104,0.422,0.412,0.038
2023-04-23 08:19:00,5830.498,233.556,229.784,237.687,0.398,0.387,0.036
2023-04-23 08:30:00,5830.505,233.819,229.399,238.346,0.397,0.387,0.037
2023-04-23 08:40:00,5830.512,233.964,231.102,238.310,0.422,0.411,0.041
2023-04-23 08:50:00,5830.520,232.201,227.912,237.910,0.392,0.382,0.039
2023-04-23 09:00:00,5830.526,231.759,228.961,238.427,0.394,0.384,0.040
2023-04-23 09:09:00,5830.533,228.465,225.641,235.994,0.388,0.377,0.041
2023-04-23 09:19:00,5830.669,229.462,228.711,236.549,9.869,9.526,9.327
2023-04-23 09:29:00,5830.881,228.405,226.084,234.968,9.904,9.525,9.339
2023-04-23 09:39:00,5831.090,227.910,226.016,234.411,9.898,9.523,9.345
2023-04-23 09:49:00,5831.300,231.893,229.589,237.506,9.762,9.386,9.207
2023-04-23 09:59:00,5831.510,231.593,228.941,237.457,9.780,9.390,9.218
2023-04-23 10:09:00,5831.720,231.207,228.502,236.165,9.798,9.420,9.240
2023-04-23 10:19:00,5831.930,230.309,228.070,235.552,9.816,9.446,9.265
2023-04-23 10:30:00,5832.140,232.267,229.083,237.433,9.769,9.377,9.203
2023-04-23 10:39:00,5832.348,231.866,230.403,237.031,9.751,9.373,9.199
2023-04-23 10:49:00,5832.433,231.482,230.311,237.204,9.755,9.377,9.201
2023-04-23 11:00:00,5832.765,231.571,229.737,237.650,9.761,9.371,9.197
2023-04-23 11:09:00,5832.974,231.776,230.688,237.288,9.745,9.362,9.190
2023-04-23 11:19:00,5833.184,231.251,230.113,236.555,9.757,9.395,9.194
2023-04-23 11:30:00,5833.393,230.614,228.951,236.827,9.784,9.412,9.207
2023-04-23 11:40:00,5833.601,232.629,231.296,237.164,9.720,9.356,9.151
2023-04-23 11:50:00,5833.811,231.641,230.763,237.028,9.740,9.372,9.174
2023-04-23 12:00:00,5834.019,233.074,231.644,238.072,9.702,9.333,9.130
2023-04-23 12:09:00,5834.228,232.910,231.627,237.661,9.705,9.340,9.136
2023-04-23 12:19:00,5834.437,232.652,231.469,237.765,9.711,9.342,9.142
2023-04-23 12:30:00,5834.646,232.546,231.734,238.794,9.699,9.323,9.125
2023-04-23 12:40:00,5834.854,233.767,232.875,238.359,9.672,9.305,9.104
2023-04-23 12:50:00,5835.064,233.656,232.444,238.843,9.677,9.302,9.106
2023-04-23 12:59:00,5835.273,232.168,230.979,237.967,9.720,9.347,9.152
2023-04-23 13:09:00,5835.498,231.328,230.530,237.373,10.552,10.479,10.258
2023-04-23 13:20:00,5835.726,229.977,229.095,236.029,9.799,9.434,9.228
2023-04-23 13:29:00,5835.942,231.853,229.580,237.869,10.544,10.440,10.310
2023-04-23 13:39:00,5836.169,232.466,231.489,237.815,9.721,9.352,9.149
2023-04-23 13:49:00,5836.379,234.628,233.610,240.260,9.647,9.269,9.067
2023-04-23 13:59:00,5836.588,235.265,233.456,240.417,9.645,9.263,9.057
2023-04-23 14:10:00,5836.796,235.636,234.780,240.997,9.612,9.236,9.034
2023-04-23 14:20:00,5837.006,234.122,232.525,238.931,9.677,9.306,9.098
2023-04-23 14:30:00,5837.215,233.542,231.786,239.262,9.683,9.305,9.111
2023-04-23 14:40:00,5837.425,235.325,234.598,240.137,9.616,9.244,9.050
2023-04-23 14:50:00,5837.634,230.689,229.136,236.183,9.781,9.417,9.211
2023-04-23 15:00:00,5837.843,231.275,229.586,236.535,9.764,9.397,9.198
