dtime,total_e,v1,v2,v3,a1,a2,a3
2023-04-30 00:09:00,5914.086,234.245,229.017,240.024,0.400,0.390,0.038
2023-04-30 00:19:00,5914.093,234.978,229.412,240.577,0.402,0.393,0.037
2023-04-30 00:30:00,5914.100,232.539,227.097,237.817,0.403,0.392,0.038
2023-04-30 00:40:00,5914.107,232.108,225.888,237.040,0.399,0.390,0.036
2023-04-30 00:50:00,5914.114,232.630,227.061,238.010,0.402,0.392,0.038
2023-04-30 01:00:00,5914.121,231.501,225.709,237.118,0.399,0.389,0.037
2023-04-30 01:09:00,5914.127,231.875,225.570,237.669,0.401,0.392,0.037
2023-04-30 01:20:00,5914.134,231.614,225.761,237.605,0.401,0.392,0.037
2023-04-30 01:30:00,5914.141,232.918,226.514,238.760,0.400,0.391,0.037
2023-04-30 01:40:00,5914.147,230.755,224.796,237.169,0.401,0.391,0.038
2023-04-30 01:50:00,5914.154,232.216,226.147,238.416,0.401,0.391,0.038
2023-04-30 02:00:00,5914.161,232.162,225.709,237.864,0.401,0.391,0.038
2023-04-30 02:09:00,5914.167,233.843,228.199,239.677,0.399,0.390,0.038
2023-04-30 02:20:00,5914.174,234.060,228.199,239.965,0.401,0.391,0.038
2023-04-30 02:30:00,5914.181,233.939,227.720,239.629,0.401,0.391,0.039
2023-04-30 02:40:00,5914.188,232.780,227.257,239.249,0.401,0.392,0.037
2023-04-30 02:50:00,5914.195,233.937,228.204,239.994,0.401,0.392,0.037
2023-04-30 03:00:00,5914.202,233.789,228.293,239.922,0.399,0.389,0.038
2023-04-30 03:09:00,5914.208,232.507,227.241,239.300,0.398,0.389,0.038
2023-04-30 03:19:00,5914.215,233.246,227.345,239.867,0.400,0.391,0.038
2023-04-30 03:30:00,5914.222,232.640,227.261,239.310,0.400,0.391,0.038
2023-04-30 03:40:00,5914.229,233.953,228.174,240.354,0.401,0.392,0.037
2023-04-30 03:50:00,5914.236,235.339,229.923,241.304,0.400,0.391,0.038
2023-04-30 04:00:00,5914.243,231.606,225.940,237.743,0.401,0.391,0.038
2023-04-30 04:09:00,5914.250,231.923,226.507,237.908,0.398,0.389,0.037
2023-04-30 04:19:00,5914.256,232.029,226.282,237.666,0.403,0.393,0.037
2023-04-30 04:30:00,5914.263,232.591,226.350,237.773,0.399,0.390,0.037
2023-04-30 04:40:00,5914.270,231.265,225.525,237.183,0.399,0.390,0.037
2023-04-30 04:50:00,5914.276,229.995,224.140,236.306,0.400,0.390,0.040
2023-04-30 05:00:00,5914.283,230.790,224.798,237.065,0.401,0.391,0.039
2023-04-30 05:10:00,5914.290,232.073,225.359,237.590,0.401,0.392,0.039
2023-04-30 05:20:00,5914.296,232.470,226.527,238.343,0.400,0.391,0.040
2023-04-30 05:30:00,5914.303,231.617,225.557,237.696,0.401,0.391,0.040
2023-04-30 05:40:00,5914.424,228.004,223.208,232.491,10.032,9.695,9.475
2023-04-30 05:50:00,5914.646,231.638,226.614,235.336,9.851,9.505,9.284
2023-04-30 06:00:00,5914.861,231.741,227.506,235.537,9.818,9.469,9.246
2023-04-30 06:09:00,5915.072,231.141,228.083,235.827,9.814,9.464,9.231
2023-04-30 06:20:00,5915.150,231.347,227.247,238.121,0.451,0.442,0.041
2023-04-30 06:30:00,5915.157,230.051,226.467,237.338,0.454,0.445,0.039
2023-04-30 06:40:00,5915.165,230.579,226.593,237.759,0.448,0.440,0.041
2023-04-30 06:50:00,5915.172,229.284,225.603,237.706,0.448,0.440,0.038
2023-04-30 07:00:00,5915.179,230.000,226.086,237.946,0.450,0.442,0.038
2023-04-30 07:10:00,5915.186,230.462,227.329,238.748,0.430,0.420,0.039
2023-04-30 07:20:00,5915.193,230.155,226.265,238.166,0.408,0.397,0.039
2023-04-30 07:30:00,5915.200,228.263,224.839,236.761,0.405,0.396,0.038
2023-04-30 07:40:00,5915.207,230.248,226.923,238.072,0.404,0.395,0.038
2023-04-30 07:50:00,5915.214,230.157,227.139,238.494,0.400,0.391,0.039
2023-04-30 08:00:00,5915.221,227.168,224.602,235.341,0.429,0.420,0.036
2023-04-30 08:10:00,5915.228,230.271,227.961,238.077,0.428,0.419,0.037
2023-04-30 08:20:00,5915.235,232.470,230.239,240.687,0.427,0.418,0.036
2023-04-30 08:30:00,5915.242,231.722,228.198,239.203,0.430,0.421,0.036
2023-04-30 08:40:00,5915.249,231.397,229.971,239.700,0.427,0.417,0.036
2023-04-30 08:50:00,5915.256,230.109,226.990,238.507,0.427,0.418,0.036
2023-04-30 09:00:00,5915.402,226.946,224.261,234.730,9.974,9.632,9.427
2023-04-30 09:09:00,5915.613,227.269,224.438,234.479,9.925,9.588,9.374
2023-04-30 09:19:00,5915.823,225.862,223.505,234.851,9.942,9.594,9.389
