dtime,total_e,v1,v2,v3,a1,a2,a3
2023-04-17 00:09:00,56842.440,137.127,132.450,136.547,4.853,4.350,1.584
2023-04-17 00:19:00,56842.510,137.938,133.643,136.736,1.703,0.169,1.587
2023-04-17 00:29:00,56842.580,138.461,134.540,137.459,1.706,0.171,1.589
2023-04-17 00:39:00,56842.770,136.401,132.167,135.116,1.692,0.171,1.574
2023-04-17 00:50:00,56842.840,136.398,131.907,135.101,1.692,0.170,1.575
2023-04-17 01:00:00,56842.920,135.039,131.205,133.899,1.681,0.167,1.567
2023-04-17 01:09:00,56843.110,135.057,131.066,133.855,1.680,0.167,1.565
2023-04-17 01:20:00,56843.180,135.238,131.007,134.129,1.680,0.167,1.566
2023-04-17 01:29:00,56843.250,135.659,131.484,134.582,1.685,0.168,1.570
2023-04-17 01:39:00,56844.400,128.008,124.151,126.949,22.174,21.043,21.456
2023-04-17 01:49:00,56845.630,128.219,123.848,127.990,25.356,24.408,21.830
2023-04-17 01:59:00,56846.870,130.638,126.203,129.931,22.119,20.332,21.459
2023-04-17 02:10:00,56848.180,126.980,122.433,126.196,33.818,33.707,32.427
2023-04-17 02:20:00,56849.260,138.249,133.711,137.736,1.703,0.167,1.588
2023-04-17 02:30:00,56849.330,138.755,133.907,137.788,1.703,0.170,1.587
2023-04-17 02:40:00,56849.430,134.987,130.188,134.324,12.937,13.104,12.345
2023-04-17 02:50:00,56849.600,138.044,133.765,137.399,1.702,0.167,1.586
2023-04-17 03:00:00,56849.670,136.704,131.784,136.577,4.849,4.349,1.583
2023-04-17 03:10:00,56849.740,136.716,132.228,135.584,1.692,0.169,1.576
2023-04-17 03:20:00,56849.930,136.627,132.260,135.709,1.692,0.170,1.575
2023-04-17 03:30:00,56850.000,137.181,132.683,136.252,1.693,0.165,1.579
2023-04-17 03:40:00,56850.080,135.809,130.876,134.851,1.686,0.167,1.571
2023-04-17 03:50:00,56850.270,136.143,131.757,135.634,1.688,0.166,1.574
2023-04-17 04:00:00,56850.340,136.783,132.327,136.373,1.693,0.167,1.578
2023-04-17 04:09:00,56850.400,136.685,131.961,136.470,1.694,0.169,1.579
2023-04-17 04:19:00,56850.930,130.551,125.766,130.381,22.445,20.423,21.953
2023-04-17 04:29:00,56852.180,130.311,125.760,130.111,21.975,20.341,21.573
2023-04-17 04:39:00,56853.440,129.410,124.932,129.075,22.139,20.611,21.688
2023-04-17 04:50:00,56854.790,129.706,124.717,129.157,22.356,20.371,21.602
2023-04-17 04:59:00,56856.020,129.147,124.601,128.545,22.143,20.512,21.498
2023-04-17 05:09:00,56857.000,125.099,120.518,124.013,31.890,31.146,30.644
2023-04-17 05:19:00,56858.750,124.776,119.956,123.606,32.164,30.897,30.646
2023-04-17 05:29:00,56860.640,126.034,121.125,124.914,31.968,30.370,30.521
2023-04-17 05:40:00,56862.620,125.720,121.074,124.475,32.213,31.012,30.735
2023-04-17 05:50:00,56864.390,123.846,118.748,122.627,33.866,33.360,30.859
2023-04-17 06:00:00,56865.930,127.789,122.727,126.138,22.892,21.580,21.721
2023-04-17 06:09:00,56867.380,124.203,119.670,122.679,32.016,30.384,30.087
2023-04-17 06:19:00,56868.980,120.249,115.394,118.660,42.034,40.991,38.529
2023-04-17 06:30:00,56870.870,122.351,117.529,120.791,37.194,35.494,34.309
2023-04-17 06:40:00,56872.860,117.330,113.044,115.340,45.396,44.116,41.476
2023-04-17 06:50:00,56874.690,121.334,117.431,119.053,32.888,30.608,30.283
2023-04-17 07:00:00,56876.430,121.908,118.405,120.163,30.791,28.502,28.947
