dtime,total_e,v1,v2,v3,a1,a2,a3
2023-04-06 00:10:00,5711.154,234.375,226.486,239.202,0.397,0.388,0.037
2023-04-06 00:20:00,5711.161,234.164,226.201,238.884,0.399,0.389,0.037
2023-04-06 00:30:00,5711.168,234.759,227.125,239.642,0.400,0.391,0.037
2023-04-06 00:40:00,5711.175,234.692,227.204,239.850,0.400,0.391,0.038
2023-04-06 00:50:00,5711.182,235.134,227.337,240.088,0.398,0.388,0.037
2023-04-06 01:00:00,5711.188,235.515,227.710,240.297,0.398,0.389,0.036
2023-04-06 01:09:00,5711.195,235.245,227.648,240.369,0.396,0.388,0.035
2023-04-06 01:20:00,5711.202,233.539,225.664,238.513,0.398,0.388,0.037
2023-04-06 01:30:00,5711.209,233.326,225.374,237.935,0.396,0.386,0.038
2023-04-06 01:40:00,5711.216,232.019,224.232,237.259,0.398,0.389,0.037
2023-04-06 01:50:00,5711.222,232.258,224.132,237.191,0.398,0.388,0.037
2023-04-06 02:00:00,5711.229,231.619,223.369,236.293,0.395,0.385,0.036
2023-04-06 02:09:00,5711.236,232.515,224.874,237.605,0.396,0.385,0.038
2023-04-06 02:20:00,5711.243,233.273,225.346,238.603,0.399,0.390,0.037
2023-04-06 02:30:00,5711.250,233.270,225.352,238.432,0.398,0.388,0.037
2023-04-06 02:40:00,5711.256,233.225,224.942,238.083,0.400,0.390,0.037
2023-04-06 02:50:00,5711.263,234.236,225.627,238.863,0.397,0.389,0.035
2023-04-06 03:00:00,5711.270,233.927,225.848,238.750,0.395,0.385,0.037
2023-04-06 03:10:00,5711.276,232.699,224.388,238.080,0.396,0.386,0.037
2023-04-06 03:20:00,5711.283,232.683,224.289,238.175,0.394,0.384,0.036
2023-04-06 03:30:00,5711.290,232.451,223.748,237.658,0.394,0.384,0.035
2023-04-06 03:40:00,5711.297,233.337,224.989,238.400,0.392,0.383,0.035
2023-04-06 03:50:00,5711.304,234.429,225.363,238.903,0.394,0.385,0.035
2023-04-06 04:00:00,5711.311,233.006,224.714,238.564,0.390,0.380,0.035
2023-04-06 04:09:00,5711.317,233.491,225.062,238.319,0.392,0.382,0.036
2023-04-06 04:20:00,5711.324,233.969,225.189,238.743,0.394,0.384,0.036
2023-04-06 04:30:00,5711.331,233.132,224.445,238.244,0.390,0.381,0.037
2023-04-06 04:40:00,5711.337,233.717,225.162,238.755,0.390,0.380,0.036
2023-04-06 04:50:00,5711.344,231.957,223.115,236.882,0.391,0.381,0.037
2023-04-06 05:00:00,5711.351,232.015,223.311,237.295,0.393,0.383,0.038
2023-04-06 05:09:00,5711.358,231.928,223.146,237.200,0.390,0.380,0.039
2023-04-06 05:20:00,5711.364,232.820,224.173,237.875,0.394,0.384,0.037
2023-04-06 05:29:00,5711.371,232.874,223.738,237.689,0.392,0.383,0.037
2023-04-06 05:40:00,5711.570,232.390,224.037,234.580,9.891,9.571,9.350
2023-04-06 05:50:00,5711.792,234.196,225.626,235.598,9.799,9.483,9.254
2023-04-06 06:00:00,5712.018,234.696,226.956,236.477,9.728,9.443,9.205
2023-04-06 06:10:00,5712.230,234.973,227.934,237.246,9.690,9.402,9.164
2023-04-06 06:20:00,5712.345,234.709,226.944,239.205,0.407,0.399,0.040
2023-04-06 06:30:00,5712.351,232.584,225.396,238.094,0.407,0.399,0.041
2023-04-06 06:40:00,5712.357,232.575,223.886,236.897,0.405,0.397,0.040
2023-04-06 06:50:00,5712.364,232.476,224.131,238.235,0.408,0.399,0.040
2023-04-06 07:00:00,5712.371,235.725,227.959,241.110,0.405,0.397,0.039
2023-04-06 07:09:00,5712.377,235.733,227.362,239.740,0.406,0.398,0.040
2023-04-06 07:20:00,5712.384,234.451,226.962,240.373,0.403,0.395,0.040
2023-04-06 07:30:00,5712.390,234.446,228.108,241.226,0.402,0.394,0.037
2023-04-06 07:40:00,5712.396,235.575,228.901,242.075,0.405,0.398,0.038
2023-04-06 07:50:00,5712.403,234.881,228.519,241.619,0.407,0.399,0.038
2023-04-06 08:00:00,5712.410,234.961,228.332,241.425,0.388,0.378,0.036
2023-04-06 08:09:00,5712.416,233.161,227.538,240.238,0.385,0.377,0.036
2023-04-06 08:20:00,5712.422,233.303,228.481,241.016,0.402,0.393,0.038
2023-04-06 08:29:00,5712.429,233.430,227.274,241.455,0.401,0.393,0.037
2023-04-06 08:40:00,5712.436,233.225,227.990,240.711,0.383,0.374,0.036
2023-04-06 08:50:00,5712.442,233.016,226.907,240.589,0.386,0.377,0.036
2023-04-06 09:00:00,5712.449,231.979,227.118,239.609,0.378,0.369,0.035
2023-04-06 09:09:00,5712.455,230.030,224.857,238.416,0.384,0.375,0.037
2023-04-06 09:20:00,5712.461,229.172,223.632,238.267,0.384,0.375,0.039
2023-04-06 09:30:00,5712.467,229.860,223.309,238.576,0.390,0.380,0.042
2023-04-06 09:40:00,5712.474,231.923,226.724,240.042,0.380,0.371,0.037
2023-04-06 09:50:00,5712.480,231.482,226.084,240.393,0.382,0.373,0.038
2023-04-06 10:00:00,5712.487,233.492,227.880,242.590,0.386,0.377,0.040
2023-04-06 10:09:00,5712.493,233.265,227.989,242.477,0.385,0.375,0.039
2023-04-06 10:20:00,5712.500,231.991,227.236,241.367,0.373,0.363,0.040
2023-04-06 10:30:00,5712.506,231.850,225.922,240.851,0.369,0.360,0.040
2023-04-06 10:40:00,5712.512,231.662,227.366,240.972,0.370,0.361,0.039
2023-04-06 10:50:00,5712.512,231.662,227.366,240.972,0.370,0.361,0.039
2023-04-06 11:00:00,5712.525,235.601,230.405,244.811,0.369,0.360,0.038
2023-04-06 11:09:00,5712.532,235.998,231.445,244.872,0.372,0.363,0.037
2023-04-06 11:20:00,5712.539,234.366,229.836,242.889,0.373,0.363,0.038
