dtime,total_e,v1,v2,v3,a1,a2,a3
2023-04-20 00:10:00,57130.340,136.220,131.953,135.773,1.687,0.169,1.568
2023-04-20 00:19:00,57130.410,136.825,132.591,136.291,1.689,0.166,1.574
2023-04-20 00:30:00,57130.480,137.101,132.744,137.170,1.694,0.168,1.576
2023-04-20 00:40:00,57130.680,137.170,132.682,136.776,1.689,0.166,1.571
2023-04-20 00:50:00,57130.750,136.468,132.503,136.411,1.689,0.170,1.571
2023-04-20 01:00:00,57130.820,137.149,133.023,136.927,1.688,0.166,1.572
2023-04-20 01:09:00,57131.030,135.905,132.194,135.917,1.682,0.171,1.565
2023-04-20 01:20:00,57131.090,136.130,131.776,135.924,1.686,0.168,1.570
2023-04-20 01:30:00,57131.160,136.994,131.870,136.606,1.689,0.167,1.573
2023-04-20 01:40:00,57132.310,128.907,124.675,128.508,21.855,20.945,21.450
2023-04-20 01:50:00,57133.550,129.407,124.989,128.999,21.860,20.952,21.413
2023-04-20 02:00:00,57134.800,127.178,122.127,127.168,32.582,33.246,31.937
2023-04-20 02:10:00,57136.170,131.249,126.325,131.096,21.936,20.658,21.483
2023-04-20 02:20:00,57137.230,136.557,132.252,136.536,1.685,0.166,1.568
2023-04-20 02:30:00,57137.410,132.624,127.613,132.578,12.900,13.724,12.672
2023-04-20 02:40:00,57137.480,135.180,130.205,136.084,4.854,4.364,1.565
2023-04-20 02:50:00,57137.560,136.242,131.349,136.409,1.688,0.168,1.569
2023-04-20 02:59:00,57137.760,135.940,131.529,136.161,1.682,0.166,1.564
2023-04-20 03:09:00,57137.830,135.853,131.484,135.896,1.683,0.167,1.567
2023-04-20 03:20:00,57137.900,135.707,130.812,135.287,1.683,0.167,1.565
2023-04-20 03:30:00,57138.100,136.593,131.612,136.375,1.686,0.168,1.569
2023-04-20 03:40:00,57138.170,134.525,130.120,134.674,1.676,0.167,1.560
2023-04-20 03:50:00,57138.240,134.330,130.136,134.728,1.675,0.169,1.558
2023-04-20 04:00:00,57138.440,136.357,131.924,136.673,1.684,0.165,1.568
2023-04-20 04:10:00,57138.510,136.269,131.245,136.277,1.688,0.169,1.571
2023-04-20 04:20:00,57138.860,129.574,124.463,130.345,25.578,24.443,22.459
2023-04-20 04:30:00,57140.220,129.794,125.189,129.802,22.031,20.555,21.764
2023-04-20 04:40:00,57141.460,127.870,123.807,127.782,21.907,20.899,21.781
2023-04-20 04:50:00,57142.680,128.243,123.851,127.854,22.132,20.757,21.703
2023-04-20 05:00:00,57144.040,128.347,124.126,127.998,22.001,20.702,21.673
2023-04-20 05:09:00,57145.270,123.542,119.450,122.821,31.591,31.480,31.147
2023-04-20 05:20:00,57147.020,123.686,119.536,122.676,31.479,31.302,30.693
2023-04-20 05:30:00,57148.890,124.268,120.381,123.599,31.284,31.124,30.980
2023-04-20 05:40:00,57150.680,124.518,120.371,123.757,31.863,31.258,31.288
2023-04-20 05:50:00,57152.910,119.259,114.638,118.429,45.954,47.302,42.823
2023-04-20 06:00:00,57154.620,129.954,125.728,129.065,22.110,21.499,21.700
2023-04-20 06:09:00,57156.120,126.302,122.657,125.563,31.455,31.328,30.798
2023-04-20 06:19:00,57157.650,122.374,118.399,121.370,40.736,41.884,38.783
2023-04-20 06:30:00,57159.280,126.743,122.726,125.970,32.604,32.416,30.356
2023-04-20 06:40:00,57161.300,123.903,120.273,122.903,42.629,43.719,41.411
2023-04-20 06:50:00,57163.490,121.877,118.253,120.881,43.354,44.045,42.052
2023-04-20 07:00:00,57165.700,121.367,117.799,120.609,45.020,46.626,42.912
2023-04-20 07:09:00,57168.130,123.327,119.982,123.053,44.323,45.457,42.587
2023-04-20 07:19:00,57169.770,127.937,124.825,127.172,29.505,28.008,29.001
2023-04-20 07:30:00,57170.050,135.716,132.588,135.662,13.301,14.041,13.529
2023-04-20 07:40:00,57170.130,136.487,134.658,137.262,1.706,0.171,1.585
2023-04-20 07:50:00,57170.350,136.081,133.252,137.004,1.707,0.172,1.585
2023-04-20 08:00:00,57170.420,136.638,133.868,137.287,1.704,0.166,1.584
2023-04-20 08:09:00,57170.780,137.113,134.107,137.846,1.816,0.170,1.700
2023-04-20 08:20:00,57170.860,135.997,133.342,137.093,1.700,0.167,1.581
2023-04-20 08:30:00,57171.070,138.449,135.880,139.293,1.713,0.169,1.595
2023-04-20 08:40:00,57171.200,137.095,133.302,137.417,13.593,14.267,13.912
2023-04-20 08:50:00,57171.730,136.242,132.921,136.211,21.639,20.403,21.812
2023-04-20 09:00:00,57173.010,133.861,130.199,132.997,33.610,33.693,32.533
2023-04-20 09:09:00,57174.400,133.569,130.507,133.502,21.641,19.972,21.742
2023-04-20 09:19:00,57175.820,131.020,127.453,130.748,33.892,33.223,33.608
2023-04-20 09:30:00,57177.370,132.098,128.533,132.073,33.852,33.389,33.881
2023-04-20 09:40:00,57178.880,135.558,132.978,136.201,21.129,20.073,22.032
2023-04-20 09:50:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 10:00:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 10:10:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 10:20:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 10:30:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 10:40:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 10:50:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 11:00:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 11:10:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 11:20:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 11:30:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 11:40:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 11:50:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 12:00:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 12:10:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 12:20:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 12:30:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 12:40:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 12:50:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 13:00:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 13:09:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 13:19:00,57179.790,136.903,133.171,137.250,13.007,13.796,13.594
2023-04-20 13:29:00,57180.530,138.694,134.221,137.398,14.474,14.996,13.677
2023-04-20 13:39:00,57181.090,138.667,135.494,138.158,1.706,0.153,1.591
2023-04-20 13:50:00,57181.400,137.303,134.156,137.012,1.810,0.159,1.697
2023-04-20 14:00:00,57181.630,136.489,133.374,136.498,1.693,0.159,1.577
2023-04-20 14:09:00,57181.830,135.151,131.902,134.674,13.384,14.171,13.291
2023-04-20 14:19:00,57181.910,137.361,134.442,136.932,1.693,0.153,1.580
2023-04-20 14:29:00,57182.110,136.860,134.157,137.128,1.694,0.164,1.577
2023-04-20 14:40:00,57182.320,137.307,134.317,136.930,1.693,0.153,1.581
2023-04-20 14:49:00,57182.390,136.414,133.458,136.531,1.689,0.162,1.576
2023-04-20 15:00:00,57182.610,138.020,135.032,137.850,1.696,0.157,1.583
2023-04-20 15:10:00,57182.680,136.108,133.641,136.322,1.683,0.152,1.573
2023-04-20 15:20:00,57183.310,132.619,129.716,133.361,21.492,20.109,22.210
2023-04-20 15:30:00,57184.800,132.256,128.441,132.580,41.868,41.292,42.205
2023-04-20 15:40:00,57186.280,135.820,132.243,136.023,24.307,22.564,24.635
2023-04-20 15:50:00,57187.220,133.049,130.154,133.892,12.700,13.728,13.523
2023-04-20 16:00:00,57187.300,135.308,132.670,136.252,1.686,0.169,1.567
2023-04-20 16:10:00,57187.500,137.996,135.683,139.302,1.709,0.170,1.590
2023-04-20 16:20:00,57187.580,137.232,134.041,137.950,1.698,0.166,1.582
2023-04-20 16:30:00,57187.780,137.764,134.627,138.827,1.701,0.159,1.587
2023-04-20 16:40:00,57187.860,139.451,135.519,140.545,1.711,0.157,1.597
2023-04-20 16:50:00,57188.040,136.698,132.364,137.658,13.264,13.770,13.734
2023-04-20 17:00:00,57188.120,136.149,132.159,137.547,1.690,0.160,1.575
2023-04-20 17:09:00,57188.200,136.454,132.485,137.806,1.695,0.165,1.578
2023-04-20 17:20:00,57188.390,136.030,131.647,137.217,1.690,0.165,1.574
2023-04-20 17:30:00,57188.460,136.067,131.850,137.678,1.688,0.162,1.573
2023-04-20 17:40:00,57188.650,135.071,130.580,136.684,1.684,0.162,1.570
2023-04-20 17:50:00,57189.230,132.402,127.744,133.880,21.716,20.158,22.271
2023-04-20 18:00:00,57190.610,132.479,127.740,134.018,21.546,19.978,22.132
2023-04-20 18:10:00,57191.860,131.854,127.054,133.213,21.692,20.124,22.164
2023-04-20 18:20:00,57192.790,138.364,133.525,140.172,1.711,0.161,1.594
2023-04-20 18:30:00,57192.980,137.423,132.679,139.234,1.701,0.159,1.585
2023-04-20 18:40:00,57193.050,137.387,132.448,138.454,1.696,0.165,1.580
2023-04-20 18:50:00,57193.260,137.595,133.209,139.130,1.702,0.162,1.586
2023-04-20 19:00:00,57193.330,137.829,133.484,139.777,1.704,0.162,1.587
2023-04-20 19:09:00,57193.410,138.155,133.490,139.975,1.702,0.160,1.588
2023-04-20 19:19:00,57193.590,137.293,132.956,139.408,1.703,0.168,1.586
2023-04-20 19:30:00,57193.660,136.563,131.654,138.268,1.696,0.166,1.578
2023-04-20 19:40:00,57193.860,137.257,132.401,138.736,1.706,0.162,1.592
2023-04-20 19:50:00,57193.930,136.815,132.164,138.985,1.697,0.165,1.582
2023-04-20 20:00:00,57194.000,136.613,132.220,138.876,1.697,0.162,1.582
2023-04-20 20:10:00,57194.200,136.639,132.345,139.242,1.697,0.163,1.582
2023-04-20 20:20:00,57194.270,137.294,132.312,139.483,1.701,0.166,1.584
2023-04-20 20:30:00,57194.340,134.839,129.805,137.067,1.685,0.166,1.571
2023-04-20 20:40:00,57195.670,134.151,129.277,136.172,21.327,19.911,22.132
2023-04-20 20:50:00,57196.930,132.045,126.995,133.458,21.596,20.154,22.000
2023-04-20 21:00:00,57198.300,131.735,126.484,133.253,21.702,19.993,22.118
2023-04-20 21:10:00,57198.500,137.712,133.070,139.609,1.706,0.167,1.587
2023-04-20 21:20:00,57198.570,135.327,130.676,137.445,1.691,0.164,1.574
2023-04-20 21:30:00,57198.760,136.508,131.719,138.239,1.690,0.164,1.576
2023-04-20 21:40:00,57198.830,136.163,131.375,138.324,4.826,4.349,1.578
2023-04-20 21:50:00,57198.910,136.660,131.525,138.907,4.063,3.540,1.584
2023-04-20 22:00:00,57199.090,137.339,132.051,139.617,4.835,4.357,1.588
2023-04-20 22:10:00,57199.160,136.234,131.856,137.846,1.691,0.164,1.576
2023-04-20 22:20:00,57199.310,133.671,127.943,135.157,16.737,17.156,13.343
2023-04-20 22:30:00,57199.430,133.320,128.122,133.536,1.661,0.157,1.550
2023-04-20 22:40:00,57199.500,133.022,127.498,134.450,1.668,0.168,1.553
2023-04-20 22:50:00,57200.240,127.780,121.965,128.292,22.400,20.614,21.942
2023-04-20 23:00:00,57201.480,128.079,122.884,128.684,21.869,20.761,21.785
2023-04-20 23:10:00,57202.680,127.803,122.296,128.193,22.039,20.642,21.725
2023-04-20 23:20:00,57204.030,128.567,123.223,128.590,21.999,20.876,21.536
2023-04-20 23:30:00,57205.260,128.538,123.473,129.133,21.861,20.785,21.861
2023-04-20 23:40:00,57206.500,127.815,122.738,128.337,21.865,20.704,21.789
2023-04-20 23:50:00,57207.840,127.773,122.563,128.517,25.188,24.671,22.035
