dtime,total_e,v1,v2,v3,a1,a2,a3
2023-04-13 00:10:00,56469.390,130.948,127.662,129.996,1.665,0.176,1.546
2023-04-13 00:20:00,56469.460,130.542,126.855,129.203,1.659,0.173,1.543
2023-04-13 00:30:00,56469.530,130.765,127.016,129.797,1.662,0.172,1.545
2023-04-13 00:40:00,56469.710,130.365,126.937,129.660,1.658,0.170,1.542
2023-04-13 00:50:00,56469.790,129.551,125.505,129.626,4.866,4.350,1.540
2023-04-13 01:00:00,56469.850,130.434,126.400,129.722,1.655,0.168,1.541
2023-04-13 01:09:00,56470.030,130.607,127.311,130.055,1.657,0.172,1.541
2023-04-13 01:19:00,56470.100,129.797,126.341,129.590,1.656,0.171,1.540
2023-04-13 01:30:00,56470.170,130.866,126.681,130.307,1.660,0.171,1.544
2023-04-13 01:40:00,56471.300,124.143,120.183,123.710,22.346,20.883,21.939
2023-04-13 01:50:00,56472.510,125.778,122.159,125.376,22.143,21.041,21.904
2023-04-13 02:00:00,56473.740,126.008,122.298,125.763,22.171,20.830,21.997
2023-04-13 02:09:00,56475.070,125.899,122.118,125.490,22.251,20.732,21.936
2023-04-13 02:19:00,56476.090,131.615,128.173,131.493,1.670,0.175,1.551
2023-04-13 02:30:00,56476.160,131.920,128.431,131.177,1.668,0.173,1.550
2023-04-13 02:40:00,56476.260,127.275,122.826,126.398,12.335,12.593,11.735
2023-04-13 02:50:00,56476.410,131.095,127.179,130.330,1.660,0.170,1.544
2023-04-13 03:00:00,56476.480,132.143,128.593,131.422,1.665,0.170,1.549
2023-04-13 03:09:00,56476.550,132.540,128.750,131.968,1.664,0.168,1.550
2023-04-13 03:19:00,56476.740,131.455,127.145,130.601,1.662,0.170,1.545
2023-04-13 03:30:00,56476.810,132.063,128.288,131.702,1.664,0.170,1.548
2023-04-13 03:40:00,56476.880,132.444,128.394,132.079,1.666,0.172,1.549
2023-04-13 03:50:00,56477.060,132.889,128.648,132.404,1.668,0.168,1.553
