dtime,total_e,v1,v2,v3,a1,a2,a3
2023-04-04 00:10:00,5703.150,232.922,225.243,236.808,0.406,0.396,0.039
2023-04-04 00:20:00,5703.157,232.362,224.941,236.293,0.408,0.397,0.041
2023-04-04 00:30:00,5703.164,233.052,225.296,237.825,0.408,0.399,0.040
2023-04-04 00:40:00,5703.171,232.566,224.938,237.458,0.411,0.401,0.041
2023-04-04 00:50:00,5703.178,232.696,224.147,236.466,0.410,0.399,0.040
2023-04-04 01:00:00,5703.185,231.715,223.263,235.797,0.409,0.399,0.039
2023-04-04 01:09:00,5703.191,233.608,225.498,238.205,0.408,0.396,0.040
2023-04-04 01:19:00,5703.199,236.770,228.097,241.318,0.412,0.402,0.040
2023-04-04 01:29:00,5703.206,237.397,229.239,241.858,0.417,0.406,0.041
2023-04-04 01:40:00,5703.213,235.974,226.958,240.952,0.411,0.401,0.040
2023-04-04 01:50:00,5703.220,236.299,226.973,240.584,0.412,0.402,0.039
2023-04-04 02:00:00,5703.227,236.234,227.376,241.046,0.413,0.403,0.039
2023-04-04 02:09:00,5703.234,237.875,228.741,242.436,0.415,0.404,0.041
2023-04-04 02:20:00,5703.242,237.749,228.592,241.849,0.412,0.401,0.040
2023-04-04 02:29:00,5703.249,237.306,227.879,241.515,0.412,0.401,0.039
2023-04-04 02:39:00,5703.256,238.126,229.020,242.372,0.417,0.407,0.039
2023-04-04 02:49:00,5703.263,237.560,228.961,242.369,0.410,0.399,0.041
2023-04-04 02:59:00,5703.271,236.333,226.926,241.092,0.405,0.394,0.040
2023-04-04 03:09:00,5703.277,236.713,227.157,241.034,0.409,0.398,0.040
2023-04-04 03:19:00,5703.285,236.576,226.660,241.218,0.415,0.405,0.040
2023-04-04 03:30:00,5703.292,234.498,224.963,239.553,0.414,0.404,0.039
2023-04-04 03:39:00,5703.299,233.169,223.485,237.668,0.414,0.402,0.041
2023-04-04 03:50:00,5703.306,233.268,223.291,237.884,0.409,0.398,0.040
2023-04-04 04:00:00,5703.312,233.767,223.877,237.686,0.411,0.401,0.039
2023-04-04 04:10:00,5703.320,234.270,224.014,237.856,0.411,0.401,0.039
2023-04-04 04:20:00,5703.327,234.052,223.637,237.736,0.411,0.400,0.040
2023-04-04 04:30:00,5703.333,233.778,223.779,237.938,0.408,0.398,0.039
2023-04-04 04:40:00,5703.341,233.621,223.833,237.579,0.407,0.397,0.040
2023-04-04 04:50:00,5703.348,232.502,222.491,236.864,0.410,0.400,0.040
2023-04-04 05:00:00,5703.465,232.270,222.385,234.491,10.010,9.659,9.433
2023-04-04 05:10:00,5703.681,232.865,222.152,233.956,9.933,9.586,9.352
2023-04-04 05:20:00,5703.896,233.511,223.750,235.036,9.863,9.515,9.301
2023-04-04 05:30:00,5704.111,232.494,222.670,234.057,9.886,9.545,9.329
2023-04-04 05:40:00,5704.326,232.689,222.181,234.372,9.888,9.542,9.327
2023-04-04 05:50:00,5704.541,232.077,222.562,233.663,9.893,9.554,9.334
2023-04-04 06:00:00,5704.767,232.508,223.524,234.944,14.409,14.591,9.305
2023-04-04 06:10:00,5704.993,233.444,225.459,236.041,9.789,9.482,9.244
2023-04-04 06:20:00,5705.167,233.092,225.658,238.100,0.407,0.398,0.042
2023-04-04 06:30:00,5705.173,235.255,228.112,240.491,0.407,0.398,0.042
2023-04-04 06:40:00,5705.180,236.252,228.186,240.875,0.413,0.404,0.041
2023-04-04 06:50:00,5705.187,236.047,228.955,241.395,0.409,0.400,0.043
2023-04-04 07:00:00,5705.193,234.786,228.927,240.834,0.408,0.399,0.044
2023-04-04 07:09:00,5705.200,234.478,228.275,240.089,0.410,0.401,0.041
2023-04-04 07:19:00,5705.207,233.852,227.805,239.404,0.407,0.398,0.042
2023-04-04 07:29:00,5705.213,234.020,227.044,239.659,0.382,0.374,0.038
2023-04-04 07:40:00,5705.219,231.418,225.870,237.537,0.410,0.401,0.042
2023-04-04 07:50:00,5705.226,235.002,229.112,241.347,0.407,0.397,0.040
2023-04-04 08:00:00,5705.232,235.556,230.474,242.249,0.404,0.395,0.040
2023-04-04 08:10:00,5705.239,234.837,229.022,240.417,0.406,0.396,0.040
