dtime,total_e,v1,v2,v3,a1,a2,a3
2023-04-27 00:09:00,5879.263,234.805,231.153,238.929,0.392,0.383,0.038
2023-04-27 00:19:00,5879.271,234.416,230.348,238.017,0.394,0.384,0.036
2023-04-27 00:30:00,5879.277,234.243,230.781,237.995,0.395,0.385,0.038
2023-04-27 00:40:00,5879.284,233.913,229.370,236.434,0.394,0.385,0.037
2023-04-27 00:50:00,5879.291,233.828,230.517,237.869,0.396,0.387,0.037
2023-04-27 01:00:00,5879.298,234.072,229.697,237.605,0.391,0.382,0.038
2023-04-27 01:09:00,5879.305,233.220,229.599,237.120,0.395,0.386,0.038
2023-04-27 01:19:00,5879.312,234.054,229.687,237.806,0.399,0.389,0.038
2023-04-27 01:30:00,5879.318,233.556,229.320,237.112,0.395,0.386,0.037
2023-04-27 01:40:00,5879.325,233.693,229.585,237.583,0.393,0.383,0.038
2023-04-27 01:50:00,5879.332,233.697,229.758,237.454,0.397,0.388,0.037
2023-04-27 02:00:00,5879.339,233.254,229.028,237.245,0.398,0.390,0.037
2023-04-27 02:10:00,5879.346,234.501,230.681,238.671,0.398,0.388,0.038
2023-04-27 02:19:00,5879.353,234.219,230.611,238.355,0.402,0.392,0.037
2023-04-27 02:30:00,5879.359,234.054,230.544,237.837,0.400,0.390,0.038
2023-04-27 02:40:00,5879.366,235.136,231.145,238.879,0.394,0.385,0.037
2023-04-27 02:50:00,5879.373,234.288,230.437,238.283,0.395,0.385,0.037
2023-04-27 03:00:00,5879.380,234.547,230.283,237.412,0.399,0.391,0.037
2023-04-27 03:09:00,5879.387,233.650,229.746,236.993,0.395,0.386,0.037
2023-04-27 03:20:00,5879.394,234.175,229.968,237.907,0.397,0.388,0.036
2023-04-27 03:30:00,5879.400,234.793,230.243,238.640,0.399,0.390,0.036
2023-04-27 03:39:00,5879.408,236.004,232.060,239.099,0.396,0.387,0.036
2023-04-27 03:50:00,5879.415,236.222,232.042,239.516,0.400,0.391,0.036
2023-04-27 04:00:00,5879.421,235.512,231.668,239.089,0.396,0.386,0.038
2023-04-27 04:09:00,5879.428,235.977,231.648,239.604,0.398,0.388,0.038
2023-04-27 04:19:00,5879.436,235.457,231.599,239.716,0.398,0.389,0.038
2023-04-27 04:30:00,5879.442,236.104,232.257,240.330,0.393,0.384,0.036
2023-04-27 04:40:00,5879.449,235.719,231.658,239.740,0.397,0.388,0.038
2023-04-27 04:50:00,5879.456,234.589,229.978,238.568,0.396,0.386,0.037
2023-04-27 05:00:00,5879.463,234.571,230.443,239.008,0.398,0.388,0.038
2023-04-27 05:09:00,5879.470,234.366,229.994,238.513,0.399,0.390,0.040
2023-04-27 05:20:00,5879.477,236.324,232.309,240.439,0.398,0.388,0.040
2023-04-27 05:30:00,5879.484,235.400,231.711,239.944,0.399,0.389,0.038
2023-04-27 05:40:00,5879.673,234.892,230.929,237.523,9.781,9.440,9.221
2023-04-27 05:50:00,5879.886,234.850,231.465,237.928,9.738,9.386,9.170
2023-04-27 06:00:00,5880.107,233.831,230.458,237.330,9.760,9.406,9.190
2023-04-27 06:09:00,5880.324,232.877,229.969,237.404,9.771,9.414,9.195
2023-04-27 06:19:00,5880.535,234.711,232.978,239.516,9.665,9.307,9.101
2023-04-27 06:30:00,5880.638,235.125,232.677,241.970,0.427,0.417,0.040
2023-04-27 06:40:00,5880.645,235.660,233.311,241.775,0.424,0.414,0.041
2023-04-27 06:50:00,5880.652,234.750,232.001,240.774,0.425,0.417,0.039
2023-04-27 07:00:00,5880.679,229.734,228.950,237.941,2.182,2.506,2.259
2023-04-27 07:09:00,5880.699,230.140,227.890,238.436,0.446,0.436,0.044
2023-04-27 07:20:00,5880.716,233.380,231.319,240.252,2.249,2.507,2.255
2023-04-27 07:29:00,5880.744,231.949,229.285,239.592,0.446,0.437,0.042
2023-04-27 07:40:00,5880.751,234.403,232.224,241.089,0.439,0.430,0.040
2023-04-27 07:50:00,5880.759,232.633,230.693,240.804,0.440,0.431,0.038
2023-04-27 08:00:00,5880.766,231.827,229.718,238.935,0.417,0.407,0.039
2023-04-27 08:09:00,5880.773,229.525,228.013,237.244,0.439,0.430,0.040
2023-04-27 08:19:00,5880.780,229.956,228.445,237.365,0.424,0.415,0.039
2023-04-27 08:30:00,5880.787,229.169,226.005,235.961,0.403,0.394,0.040
2023-04-27 08:40:00,5880.794,230.933,229.099,237.793,0.387,0.376,0.036
2023-04-27 08:50:00,5880.801,229.758,226.743,237.653,0.391,0.380,0.039
2023-04-27 09:00:00,5880.808,225.489,222.937,233.279,0.388,0.378,0.040
2023-04-27 09:10:00,5881.018,221.041,219.053,229.008,10.177,9.849,9.655
2023-04-27 09:20:00,5881.227,221.332,219.253,229.191,10.138,9.808,9.616
2023-04-27 09:30:00,5881.437,220.273,217.562,228.695,10.183,9.831,9.643
2023-04-27 09:40:00,5881.639,221.574,219.673,229.760,10.107,9.778,9.593
2023-04-27 09:50:00,5881.848,223.445,220.521,230.947,10.063,9.722,9.538
2023-04-27 10:00:00,5882.058,224.315,221.363,232.273,10.024,9.678,9.497
2023-04-27 10:10:00,5882.266,222.265,220.100,230.679,10.075,9.741,9.562
2023-04-27 10:20:00,5882.475,221.540,218.197,229.638,10.133,9.787,9.605
2023-04-27 10:30:00,5882.684,223.429,220.358,231.510,10.051,9.707,9.523
2023-04-27 10:40:00,5882.893,223.852,221.347,230.201,10.036,9.704,9.501
2023-04-27 10:50:00,5882.998,223.228,220.264,229.357,10.072,9.740,9.531
2023-04-27 11:00:00,5883.310,225.350,221.903,231.330,10.002,9.661,9.453
2023-04-27 11:09:00,5883.520,225.827,222.694,231.461,9.988,9.645,9.431
