dtime,total_e,v1,v2,v3,a1,a2,a3
2023-04-26 00:10:00,5866.856,238.166,231.208,243.274,0.401,0.390,0.037
2023-04-26 00:20:00,5866.863,237.412,230.699,242.545,0.400,0.390,0.037
2023-04-26 00:30:00,5866.871,238.141,231.283,243.274,0.398,0.388,0.036
2023-04-26 00:40:00,5866.877,238.543,231.889,243.699,0.399,0.388,0.037
2023-04-26 00:50:00,5866.884,230.978,224.122,235.431,0.393,0.384,0.036
2023-04-26 01:00:00,5866.891,230.294,224.262,235.364,0.393,0.382,0.037
2023-04-26 01:09:00,5866.898,231.316,225.075,236.398,0.393,0.383,0.036
2023-04-26 01:20:00,5866.905,230.429,224.001,235.099,0.393,0.383,0.037
2023-04-26 01:30:00,5866.911,230.441,224.149,235.447,0.393,0.382,0.037
2023-04-26 01:40:00,5866.918,229.539,223.224,235.283,0.394,0.384,0.038
2023-04-26 01:50:00,5866.924,228.802,222.751,234.202,0.394,0.385,0.037
2023-04-26 02:00:00,5866.931,230.637,224.338,235.841,0.393,0.382,0.037
2023-04-26 02:09:00,5866.938,231.736,225.782,237.298,0.396,0.386,0.036
2023-04-26 02:20:00,5866.945,231.175,225.667,237.013,0.397,0.388,0.037
2023-04-26 02:30:00,5866.951,232.431,226.346,237.692,0.397,0.387,0.039
2023-04-26 02:40:00,5866.958,231.181,225.936,236.603,0.399,0.389,0.037
2023-04-26 02:50:00,5866.965,230.925,225.621,236.212,0.395,0.385,0.038
2023-04-26 03:00:00,5866.972,232.241,226.241,237.259,0.394,0.384,0.039
2023-04-26 03:09:00,5866.978,230.318,224.661,236.190,0.397,0.387,0.037
2023-04-26 03:20:00,5866.985,231.053,225.048,236.742,0.395,0.385,0.036
2023-04-26 03:30:00,5866.992,230.599,224.883,236.694,0.397,0.388,0.037
2023-04-26 03:40:00,5866.999,231.383,225.910,236.628,0.396,0.386,0.039
2023-04-26 03:50:00,5867.005,231.831,226.301,237.000,0.395,0.384,0.036
2023-04-26 03:59:00,5867.012,232.427,227.167,237.690,0.396,0.386,0.037
2023-04-26 04:10:00,5867.019,232.346,227.577,237.916,0.396,0.386,0.037
2023-04-26 04:19:00,5867.025,231.597,227.482,237.483,0.395,0.385,0.038
2023-04-26 04:30:00,5867.032,231.931,227.376,237.742,0.396,0.386,0.038
2023-04-26 04:40:00,5867.039,232.018,227.107,237.497,0.397,0.387,0.039
2023-04-26 04:50:00,5867.045,230.823,226.062,236.762,0.395,0.385,0.038
2023-04-26 05:00:00,5867.052,230.911,225.535,236.417,0.396,0.386,0.038
2023-04-26 05:09:00,5867.059,230.770,225.911,236.530,0.398,0.388,0.039
2023-04-26 05:19:00,5867.066,232.152,227.585,237.720,0.398,0.388,0.041
2023-04-26 05:30:00,5867.072,229.641,225.260,235.475,0.398,0.388,0.039
2023-04-26 05:40:00,5867.250,228.215,225.260,233.396,9.984,9.642,9.416
2023-04-26 05:50:00,5867.468,231.076,228.554,236.050,9.835,9.485,9.263
