dtime,total_e,v1,v2,v3,a1,a2,a3
2023-04-01 00:09:00,5694.095,234.019,228.028,239.127,0.366,0.361,0.042
2023-04-01 00:19:00,5694.101,232.769,227.893,238.799,0.367,0.362,0.039
2023-04-01 00:30:00,5694.106,233.641,228.415,238.940,0.367,0.362,0.040
2023-04-01 00:40:00,5694.111,233.432,227.803,238.924,0.367,0.361,0.041
2023-04-01 00:50:00,5694.117,233.393,228.543,239.128,0.369,0.365,0.040
2023-04-01 01:00:00,5694.123,234.178,228.298,239.468,0.368,0.363,0.041
2023-04-01 01:10:00,5694.128,233.779,228.604,239.406,0.370,0.364,0.040
2023-04-01 01:20:00,5694.134,233.402,227.888,239.273,0.365,0.359,0.043
2023-04-01 01:30:00,5694.139,231.936,226.229,237.780,0.367,0.362,0.041
2023-04-01 01:40:00,5694.145,232.207,226.911,238.581,0.366,0.360,0.040
2023-04-01 01:50:00,5694.150,232.485,227.395,238.821,0.368,0.363,0.041
2023-04-01 02:00:00,5694.155,232.640,226.992,238.632,0.370,0.365,0.039
2023-04-01 02:09:00,5694.161,234.090,228.988,240.155,0.367,0.363,0.039
2023-04-01 02:20:00,5694.167,234.714,229.238,240.405,0.367,0.361,0.040
2023-04-01 02:30:00,5694.172,233.903,228.755,239.602,0.368,0.363,0.040
2023-04-01 02:40:00,5694.178,234.845,229.291,240.162,0.365,0.361,0.040
2023-04-01 02:50:00,5694.183,234.447,229.308,240.551,0.367,0.361,0.040
2023-04-01 03:00:00,5694.188,234.386,229.422,240.389,0.364,0.359,0.040
2023-04-01 03:10:00,5694.194,233.639,228.035,239.828,0.365,0.359,0.039
2023-04-01 03:20:00,5694.200,232.985,227.646,239.502,0.366,0.361,0.041
2023-04-01 03:30:00,5694.205,234.932,229.071,241.027,0.366,0.360,0.039
2023-04-01 03:40:00,5694.210,235.909,230.048,240.910,0.366,0.362,0.039
2023-04-01 03:50:00,5694.216,235.845,230.248,241.714,0.371,0.365,0.041
2023-04-01 04:00:00,5694.222,235.037,229.426,241.009,0.368,0.362,0.041
2023-04-01 04:09:00,5694.228,235.648,230.535,241.876,0.366,0.361,0.041
2023-04-01 04:19:00,5694.233,236.681,231.162,242.905,0.364,0.358,0.040
2023-04-01 04:29:00,5694.239,237.062,231.416,242.674,0.366,0.361,0.040
2023-04-01 04:40:00,5694.244,236.603,231.102,242.885,0.365,0.360,0.039
2023-04-01 04:50:00,5694.250,234.579,228.680,241.368,0.365,0.360,0.040
2023-04-01 05:00:00,5694.255,234.769,228.553,241.172,0.366,0.361,0.042
2023-04-01 05:10:00,5694.261,235.339,229.105,241.296,0.365,0.360,0.042
2023-04-01 05:20:00,5694.267,234.013,227.718,240.021,0.366,0.360,0.042
2023-04-01 05:30:00,5694.272,234.419,228.154,239.701,0.362,0.355,0.041
2023-04-01 05:40:00,5694.277,235.522,228.661,240.121,0.359,0.353,0.042
2023-04-01 05:50:00,5694.283,234.793,228.854,240.048,0.359,0.353,0.042
2023-04-01 06:00:00,5694.289,234.169,227.758,239.235,0.356,0.351,0.038
2023-04-01 06:09:00,5694.294,233.181,228.456,239.846,0.362,0.355,0.041
